few , lenient
determining, healthier
growin, legibly
applied, flashing
mad , rigid
slight , unsustainable
fried, neighbours
abused, sponsored
long-term, undetectable
nut, unproblematic
accomplished, mostly
compared, nineteen
iittle, permitted
active , unanimously
abreast, pretentious
fuller, true 
distressing, stern
fiine, heartfelt
nice-looking, work
hiv-positive, hurting
disappeared, gravest
hourly, in-progress
grand, minuscule
immaculate, max
almighty, naturally
random, revealing
excellent , rarely
belated, fullest
desirable, painful
clarify, question
familiar, mieux
celebrities, dispersal
unlucky, wicked
closest, timelier
hurtin, viewable
broader-based, targeted
automatic, empty 
informed, running
iilegal, ourselves
down, standing
pushy, winning
excited, scattered
exempt, longstanding
outside, woken
'sgoing, inquisitive
girlie, uncanny
immaculate, unrestricted
eerie, housebroken
mesmerizing, relative
increasingly, terminated
superstitious, worthwhile
cost-efficient, moreover
crushed, nothingg
life-threatening, two
agreeable, emphasise
convinced, widest
considerate, reaily
bad , built
battered, practicable
biggest, vice-chairperson
forward-looking, straight
executory, reciprocal
instrumental, ludicrous
supra, vocational
drunk , heartening
garbled, jam-packed
personal, rugged
all-inclusive, rooted
ridiculus, well-behaved
burdensome, stressful 
unspeakable, use
recognized, vis-
advanced, groovy
feasible, sound
neat, undamaged
classical, genuinely
insulted, supplementary
glorious, stupide
irate, overweight
democratic, selected
democratically, inter-related
afraid, immature
binding, muscovite
indispensible, wonderful 
indispensible, lifelong
faithful, value
fruitless, thick 
advantageous, running
built, realizing
evey, gross 
wholly, you
continued, gotta
oversensitive, working
distinct, feisty
evolving, heaviest
patronizing, unresolved
awestruck, presentable
systematic, thoughtful
meaningful, startling
astute, disappointing
affixed, tricky 
guilty , inter-connected
axiomatic, regardless
identify, odious
hiv-infected, reliable
called, respected
princess, stranger
previously, supplied
pathetic, unfilled
headstrong, stellar
majeure, predominant
prosperous, unfair
kind, off-the-record
co-ordinated, life-long
next , one-sidedly
dearer, dominant
indicated, infected
lousy, well-organized
ill, trained 
autonomous, relative
flattered, inhumane
authoritative, life-long
cheerful, insincere
explained, inter-linked
alive, under-age
dumb, impatient
crazy, intimidating
medium-sized, professional
all, disproportionate
mental, unremarkable
at, terrible
clearest, comforting
aware , recognized
carmela, humble 
world-wide, worth
overly-high, parallel
generous , prouder
later , meticulous
elected, off
prestigious, timelier
adamant, committed
gigantic, overflowing
induced, paid
derisory, turned
amazed, longstanding
bad , economical
certified, rock-hard
believable, petite
impulsive, simpler
considerate, hour
blinded, weird 
addictive, over-ambitious
irritated, lively
executed, gratifying
also, well-paid
fourteen, terrible
advantageous, apace
ail, selected
calming, tentative
prior , strengthening
designed, noisy
confident , two-
prepared, right
anymore, humiliating
disgusting, risky
fewer, two-pronged
marked, pathway
fried, hilarious
earlier, exclusive
furious, one-sided
elegant, traded
elementary, excited 
longterm, senseless
disgusting , enriching
above, own 
favoured, remarried
criminal, right 
shielded, simillar
grisly, seasick
dynamic, terrified
insatiable, zero
petite, subdued
long-lived, overwrought
better-quality, shy
empty, respendable
horrendous , past
culpable, inconceivable
vulgar, worthwhile
chaotic, too
equivocal, even
e.g., remarried
existing, little 
dysfunctional, rewarding
derisory, obligatory
trained , weird 
chosen, surprising
alone, business-friendly
blow, saved
inside, undeveloped
dismal, immature
human, substantive
annoying , costly
high, productive
indian , untouched
inconspicuous, right-handed
normal , richest
compassionate, long-term
heartfelt, significant 
due, migratory
symbolic, unqualified
inadequate, obese
free-of-charge, geographic
preferred, unofficial
charged, separate 
enriching, proud 
busy , cheesy
far-ranging, modernizing
ok, young
fastest, widely
courteous , ubiquitous
narrow, simplistic
clarify, starved
cruel, unbearable
handy , importantly
know, snappy
enhanced, inestimable
luckier, optional
looking, well-placed
complex, say
dormant, selfevident
inadvisable, terrific
normal , spectacular
alarmed, fifty
poorest, recognising
forgiving, optimum
closed , sound 
broader-based, skilled
difficult, now
indigent, roisin
commended, gloomy
injurious, same
attractive, smartest
previously, stipulated
ended, irate
change, tacky
controlled, ever
costly, sound 
overpriced, respected
-ready, outstanding 
lengthier, lighter
ice-cold, taken
incapable, sure 
soft , unofficial
dreadful, near
shot, tan
aware, easier
fast-growing, neutral
held, paid
hiv-positive, reassuring
sounder, urgently
futile, sticky
effective, noteworthy
abolitionist, original 
chosen, cooperative
frightful, inspiring
micro, tan
calm , nosy
numerous, ok
functional, racked
identical, riveting
depressing, uncommon
homosexual, thankyou
eastern , right-handed
early, pursuant
added, jealous
eastern , self-sufficiency
apposite, leave
glad , healthy
better-iooking, successfully
predictability, unseen
annulled, ghastly
customary, wider
blurred, unanswered
interdisciplinary, unendurable
", deductible
available, bitter
attention, slow 
discretionary, extraordinary
repayable, tolerated
frankenstein, secret
previous, thorny
delighted , well-balanced
satisfied, treasured
messy , off-the-record
horrifying, much
cooler, unhurt
nigh, well-controlled
pathetic, spent
euphoric, personal 
appealing, thin-skinned
interesting , well-informed
brillant, through
irritating, safe 
anything, straight
2nd, higher
inside, optimum
helpful, well-trained
distasteful, elsewhere
challenged, nobler
busted, organised
donkey, viewable
eco-friendly, helpful
injured, potential 
distinct , recognizing
called, something
key , quieter
running, south
cleared, ecological
hearty, therefore
convincing, pretentious
unhurt, wet 
big , overwhelming
cancelled, one-sidedly
high-availability, obese
accountability, certified
franco, small-time
gone, well-placed
differently, strengthening
ancient, friendly
hardto, sealed
tasty , weii
crafted, forward-looking
convincing, suspicious
excellent , redundant
ordinary , proactive
ineffectual, talented
alarming, by-election
new , swift
thick, unproblematic
basically, multi-layered
guilty, unanimous
co-chairperson, ma
griet, quality
afraid, inequitable
engaged, scheduled
lacking, manifest
adequate, tabled
accuracy, wild 
giddy, only 
current, diseased
pricey , statewide
droll, horrifying
all-important, indispensible
handled, straightaway
'sgoing, marked
bonnie, occurring
silly , sustainable
astute, manageable
environmental, standardized
costlier, them
pressing, up
automated, encouraged
checked, unfit
east , true
aware , keen
lost, nearest
addictive, inferior
geographical, timelier
broad, clear-cut
convenient , loveable
represented, viewable
inspirational, say
charmed, economically
business-friendly, peculiar
blessed, warm 
awkward , proficient
inside, secondary
best, generally
benign, targeted
awesome, present
cloudy, terrific
helpful, sing
bureaucratic, tougher
kidding, sell
firmer, lasting
carefully, prodigious
acquired, clarified
inferior, occurring
precarious, surely
recognizing, surrounded
awful , fresh 
clueless, conscious
stale, unanswered
misused, reported
heartfelt, less-favoured
industrialised, well-controlled
donkey, garbled
losin, small 
fuckin, non
probably, thirsty
grave, shallow
roisin, troubling
amiss, obscure
re-established, searchable
administered, formed
disappointed, plentiful 
cordial, familiar
tempting, theoretical
illogical, permissible
state-run, visible
professional, thoughtful 
complimentary, great
experienced, last 
disturbed, saying
agreed-upon, appointed
mind-boggling, tasteful
ideally, it
egotistical, personalized
middle, non-existent
indebted, yummy 
unfortunate , unprofessional
unspeakable, value
burned, single
dull, frazzled
cleared, unrealistic
prescriptive, simplified
for, illegal
dire, sombre
confident , wrong
follows, radiant
same, value
co-operation, italian
asinine, especiaily
gross, ma
boundless, busy 
armored, cardinal
acquired, tell
non-specific, unprecedented
implausible, moving
developed, polite 
obnoxious, untraceable
certified, total
conclusive, well
crafty, fine
inadvisable, practice-oriented
fixated, wierd
basically, intelligent
ecstatic, sincere
clearer, cozy
ignored, nathan
disappointed, frozen
battered, warned
explained, highest
intelligible, pretentious 
genuine , reversed
indiscriminate, speedier
deliberate, well-documented
bureaucratic, luke
practice-oriented, small
highest, operated
significant , unhealthy
ill-conceived, regular
scheduled, work
ice-cold, unexpected 
previous, stoned
hardto, robust
private, wealthier
chickenshit, tall
risky, warranted
autonomous, customized
clerical, modernizing
lovely , used 
demand-driven, oriental
sole, under-age
nearest, nicer 
everyone, hard 
disturbing, multiple 
deficient, wierd
warranted, wiser
fierce, humble 
meaner, riveting
definite , handy
dirty, okey
hence, propitious
flagrant, safest
opposite, reimbursable
life-threatening, radiant
lookin, self-executing
adjusted, stupider
discreet, represented
inaccurate, initially
quality, youth
crazed, delightful 
delicious , profound
insane, kind 
affirmative, understood
short , undemanding
awol, distracted
fancy , infrequent
convenient, public 
sexy, understood
personalized, problematic
able , recurrent
heated, strange 
static, unlikely
equipped, indecent
overripe, stone-cold
bummed, doin
fbl, nascent
", recommended 
rampant, wet 
supportive, thinner
etcetera, nothing
almighty, prepared
enraged, nessessary
gay, influential
-sorry, delighted 
history, restless
implemented, proud 
disturbed, prudent
oral, subdued
excitable, traded
memorable, repealed
distraught, facilitated
louder, unresolved
exceptional, prejudicial
obliged, visibility
corrigendum, plain
dear, staff
delicious, disgraceful
annoyed , commonplace
super, vast
elsewhere, plain 
criminal, untapped
okey-dokey, paramount
overall, stocky
compatible, nonexistent
controlled, humble
brutal, refrigerated
courrier, yes
clear , state-of-the-art
dependable, east 
enthusiastic , traditional
quadruple, well-lit
least, zesty
pricey, unrealistic
atrocious, prettier
top, unimaginable
cattled, pre-established
faithful, matched
fun , marginal
rare , uncompetitive
implementable, nifty
cool, graduate
divided, international
miserable, sturdy
panicky, prejudicial
opening, thank
super, wide
earliest, sounder
lookin, received
hypersensitive, specific 
bone-dry, tasty 
juicy, known
noted, quickest
large, unconditional
fertile, worried
daily, missing
extant, filthy
clarified, silly
multiple , southeast
granted, prettier
quick , similar 
ever, guilty 
co-dependent, jittery
sale, unsettled
mediocre, multi-dimensional
dry , favorable
energetic, highest
existing, flavorful
charming , matched
incorrect , strange
subordinate, suicidal
19, ephemeral
being, missingg
grim, unavailable
certainly, in-depth
holier, large 
constant, harder
facultative, hollow
miserable , rogue
derisory, unsavory
intact, unequivocal
get, infected
everything, speedier
peaceful, unlucky
brief, erroneous
saved, scrumptious 
senseless, stronger
excitable, perilous
relaxing, well-represented
mobile, worst
certain , outside 
ah, appealing
commonplace, independent 
nifty, tricky 
lit, uniformed
injured, unfeasible
two-fold, uncomfortable
fruitless, wish
courteous, encompassing
dispersal, involved
double, optimal
courteous, reckless
debated, rock
globalization, scheduled
intelligible, left
fussy, junior
panicked, turned
acquainted, mature
blunt, perpetual
2nd, pissed
bizarre, justification
